Category,Category2,Item Name,Disposal Category,Cleaning/Preparation Steps ,Disposal Instructions,Sustainable Alternatives,Environmental Impact,Image,Disposal Details,Sustainable Details
Plastic,Personal Care,Plastic Hair Brush,Non-Recyclable,Clean if necessary,Dispose of in regular trash.,Use a wooden or bamboo hairbrush.,"When you skip one plastic hair brush,
Plastic Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.3 kg
Landfill Use Reduction: 0.5 liters",assets/images/items/PlasticHairBrush.png,"Most brushes and combs are made from a combination of diverse materials and, therefore, cannot be recycled.","Opt for a hairbrush made from wood or bamboo, which are more sustainable and durable alternatives to plastic."
Plastic,Clothing Accessory,Plastic Button,Recyclable,Clean if necessary,Place in the recycling bin.,Use buttons made of wood or metal.,"When you skip one plastic button,
Plastic Waste Reduction: 0.001 kg
CO2 Emissions Reduction: 0.005 kg
Landfill Use Reduction: 0.01 liters",assets/images/items/PlasticButtons.png,"Rigid plastic buttons can be recycled.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Switch to buttons made from sustainable materials like wood, metal, or recycled materials that are durable and eco-friendly."
Plastic,Clothing Accessory,Plastic Zipper,Non-Recyclable,Clean if necessary,Dispose of in regular trash.,Opt for metal zippers or zippers made from recycled materials.,"When you skip one plastic zipper,
Plastic Waste Reduction: 0.003 kg
CO2 Emissions Reduction: 0.01 kg
Landfill Use Reduction: 0.02 liters",assets/images/items/PlasticZippers.png,Plastic zippers are not completely recyclable because they can be made from a variety of materials.,Choose zippers made from metal or high-quality recycled materials to reduce plastic use and enhance durability.
Plastic,Clothing Accessory,Plastic Shoe Sole (PVC),Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use natural rubber or cork soles.,"When you skip one pair of plastic shoe soles,
Plastic Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.7 kg
Landfill Use Reduction: 1.0 liters",assets/images/items/PlasticShoeSoles_PVC_.png,"PVC (No.3, Polyvinyl Chloride): used for Pipes, blister packs, toys and clamshell containers, are not recyclable due to toxins.   Polyvinyl chloride is a hard plastic that is known for its long-term stability, good weathering ability, and chemical resistance. These properties make it a good choice for household products like pipes, frames, gutters, and more. PVC is known to leach toxins throughout its entire life cycle, making it one of the most poisonous plastics.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Replace PVC soles with sustainable options like natural rubber or cork, which are biodegradable and more environmentally friendly."
Plastic,Clothing Accessory,Plastic Shoe Sole (PET),Recyclable,Clean if necessary,Dispose of in regular trash.,Choose soles made from recycled or sustainable materials.,"Plastic Shoe Soles (PET):
When you skip one pair of plastic shoe soles,
Plastic Waste Reduction: 0.15 kg
CO2 Emissions Reduction: 0.6 kg
Landfill Use Reduction: 0.8 liters",assets/images/items/PlasticShoeSoles_PET_.png,"PEP (No.1 Polyethylene Terephthalate), commonly used for water bottles, soda bottles, and some food containers that can be recyclable.   Polyethylene terephthalate is the most commonly used plastic in the world. It’s a good gas and moisture barrier, keeping oxygen out and carbonation in, and is mainly used to package food and drinks. Packaging made from this type of plastic can be difficult to clean, and higher temperatures can cause toxins to leach, so it is recommended to not reuse products made from PET.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Opt for shoe soles made from recycled PET or sustainable alternatives like natural rubber or cork, reducing plastic waste."
Plastic,Office Supplies,Plastic Pen,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use refillable metal or bamboo pens.,"When you skip one plastic pen,
Plastic Waste Reduction: 0.01 kg
CO2 Emissions Reduction: 0.05 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/PlasticPen.png,Most pens are not generally recyclable. Pens are made from a combination of materials that can be difficult to separate and recycle.,"Switch to refillable pens made from metal, bamboo, or other sustainable materials, reducing plastic waste and the need for disposable pens."
Plastic,Office Supplies,Plastic Binder,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Choose binders made from recycled cardboard or fabric.,"When you skip one plastic binder,
Plastic Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.4 kg
Landfill Use Reduction: 0.5 liters",assets/images/items/PlasticBinder.png,"Plastic binders are generally are made of PVC (No.3, Polyvinyl Chloride) and these are not recyclable.   PVC (No.3, Polyvinyl Chloride): used for Pipes, blister packs, toys and clamshell containers, are not recyclable due to toxins.   Polyvinyl chloride is a hard plastic that is known for its long-term stability, good weathering ability, and chemical resistance. These properties make it a good choice for household products like pipes, frames, gutters, and more. PVC is known to leach toxins throughout its entire life cycle, making it one of the most poisonous plastics.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Use binders made from recycled materials like cardboard or fabric, which are durable and environmentally friendly."
Plastic,Office Supplies,Plastic Folder,Recyclable,Clean if necessary,Place in the recycling bin.,Use folders made from recycled paper or cardboard.,"When you skip one plastic folder,
Plastic Waste Reduction: 0.02 kg
CO2 Emissions Reduction: 0.08 kg
Landfill Use Reduction: 0.15 liters",assets/images/items/PlasticFolder.png,"PP (No.5, Polypropylene): used for plastic cups, yogurt containers, straws, and medicine bottles, and its recyclability varies. But yogurt containers are usually recyclable.  Polypropylene is a hard but flexible plastic with a high melting point and excellent chemical resistance. These properties make it one of the safer plastic options to use for food and drink products at a higher temperature.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Replace plastic folders with ones made from recycled paper or cardboard, which are biodegradable and reduce plastic waste."
Plastic,Packaging,Plastic Shipping Envelope,Recyclable,Clean if necessary,Take them to a recycling drop-off bin located at participating grocery and retail stores or dispose of them in regular trash. They are not usually accepted in recycling bins.,Opt for paper envelopes or compostable packaging.,"When you skip one plastic shipping envelope,
Plastic Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.3 liters",assets/images/items/PlasticShippingEnvelopes.png,"LDPE (No. 4, Low Density Polyethylene) is used for plastic grocery bags, film wraps, and bread bags, and it’s generally not recyclable due to processing challenges. However, many retailers serve as drop-off centers for collecting this type of recyclable, which is then recycled into high-performance wood-alternative decking and railing.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.",Use paper envelopes or compostable mailers made from plant-based materials to minimize environmental impact during shipping.
Plastic,Packaging,Plastic Newspaper bag,Recyclable,Clean if necessary,Take them to a recycling drop-off bin located at participating grocery and retail stores or dispose of them in regular trash. They are not usually accepted in recycling bins.,Choose a reusable newspaper sleeve or opt for no bag.,"When you skip one plastic newspaper bag,
Plastic Waste Reduction: 0.01 kg
CO2 Emissions Reduction: 0.03 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/PlasticNewspaperBag.png,"LDPE (No. 4, Low Density Polyethylene) is used for plastic grocery bags, film wraps, and bread bags, and it’s generally not recyclable due to processing challenges. However, many retailers serve as drop-off centers for collecting this type of recyclable, which is then recycled into high-performance wood-alternative decking and railing.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.",Use a reusable newspaper sleeve or request no plastic bag for your newspaper delivery to reduce plastic waste.
Plastic,Packaging,Plastic Shipping Pillow,Recyclable,Clean if necessary,Take them to a recycling drop-off bin located at participating grocery and retail stores or dispose of them in regular trash. They are not usually accepted in recycling bins.,Replace with paper or compostable packaging materials.,"When you skip one plastic shipping pillow,
Plastic Waste Reduction: 0.02 kg
CO2 Emissions Reduction: 0.1 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/PlasticShippingPillows.png,"LDPE (No. 4, Low Density Polyethylene) is used for plastic grocery bags, film wraps, and bread bags, and it’s generally not recyclable due to processing challenges. However, many retailers serve as drop-off centers for collecting this type of recyclable, which is then recycled into high-performance wood-alternative decking and railing.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Use recyclable paper or compostable packing materials, such as shredded paper or plant-based packing peanuts, instead of plastic pillows."
Plastic,Packaging,Plastic Bubble Wrap,Recyclable,Clean if necessary,Take them to a recycling drop-off bin located at participating grocery and retail stores or dispose of them in regular trash. They are not usually accepted in recycling bins.,Use paper padding or biodegradable bubble wrap.,"When you skip one sheet of plastic bubble wrap,
Plastic Waste Reduction: 0.01 kg
CO2 Emissions Reduction: 0.05 kg
Landfill Use Reduction: 0.1 liters",assets/images/items/PlasticBubbleWrap.png,"LDPE (No. 4, Low Density Polyethylene) is used for plastic grocery bags, film wraps, and bread bags, and it’s generally not recyclable due to processing challenges. However, many retailers serve as drop-off centers for collecting this type of recyclable, which is then recycled into high-performance wood-alternative decking and railing.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.",Choose biodegradable bubble wrap or paper padding for packaging to reduce plastic waste and provide eco-friendly protection.
Plastic,Packaging,Plastic Dry Cleaner Bag,Recyclable,Clean if necessary,Take them to a recycling drop-off bin located at participating grocery and retail stores or dispose of them in regular trash. They are not usually accepted in recycling bins.,Use reusable garment bags or request no bag.,"When you skip one plastic dry cleaner bag,
Plastic Waste Reduction: 0.015 kg
CO2 Emissions Reduction: 0.06 kg
Landfill Use Reduction: 0.12 liters",assets/images/items/PlasticDryCleanerBags.png,"LDPE (No. 4, Low Density Polyethylene) is used for plastic grocery bags, film wraps, and bread bags, and it’s generally not recyclable due to processing challenges. However, many retailers serve as drop-off centers for collecting this type of recyclable, which is then recycled into high-performance wood-alternative decking and railing.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Opt for reusable garment bags when picking up dry cleaning, or ask for no plastic bag to reduce plastic waste."
Plastic,Construction,Plastic Pipe,Recyclable,Clean if necessary,Take to a plastics recycling center or dispose of in regular trash.,Choose metal or ceramic pipes where possible.,"When you skip one meter of plastic pipe,
Plastic Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.5 kg
Landfill Use Reduction: 0.5 liters",assets/images/items/PlasticPipes.png,"PVC must be separated from other types of plastic. You can use earth911.com to find a local recycling center and call them to ask if they accept PVC drop-offs or offer residential pickups.  PVC (No.3, Polyvinyl Chloride): used for Pipes, blister packs, toys and clamshell containers, are not recyclable due to toxins.   Polyvinyl chloride is a hard plastic that is known for its long-term stability, good weathering ability, and chemical resistance. These properties make it a good choice for household products like pipes, frames, gutters, and more. PVC is known to leach toxins throughout its entire life cycle, making it one of the most poisonous plastics.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Use pipes made from more durable and sustainable materials like metal or ceramic, which can be recycled and last longer."
Plastic,Construction,Insulation,Non-Recyclable,Clean if necessary,Dispose of in regular trash.,Use natural fiber or recycled insulation.,"When you skip one square meter of plastic insulation,
Plastic Waste Reduction: 0.3 kg
CO2 Emissions Reduction: 1.0 kg
Landfill Use Reduction: 1.5 liters",assets/images/items/Insulation.png,Cellulose and foam board insulation are not recyclable due to a fire-retardant material they're saturated in before installation. ,"Replace plastic-based insulation with natural fiber options like cotton, wool, or recycled materials, which are eco-friendly and effective."
Plastic,Construction,Plastic Siding,Recyclable,Clean if necessary,Take to a plastics recycling center or dispose of in regular trash.,"Opt for wood, fiber cement, or metal siding.","When you skip one square meter of plastic siding,
Plastic Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.7 kg
Landfill Use Reduction: 1.0 liters",assets/images/items/PlasticSiding.png,"PVC must be separated from other types of plastic. You can use earth911.com to find a local recycling center and call them to ask if they accept PVC drop-offs or offer residential pickups.  PVC (No.3, Polyvinyl Chloride): used for Pipes, blister packs, toys and clamshell containers, are not recyclable due to toxins.   Polyvinyl chloride is a hard plastic that is known for its long-term stability, good weathering ability, and chemical resistance. These properties make it a good choice for household products like pipes, frames, gutters, and more. PVC is known to leach toxins throughout its entire life cycle, making it one of the most poisonous plastics.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Choose siding made from sustainable materials like wood, fiber cement, or metal, which are more durable and environmentally friendly."
Plastic,Agriculture,Plastic Mulch Film,Non-Recyclable,"Cleaning and removing impurities, such as dust, grease, organic compounds, and soil from the plastic film ",Drop off it to Plastic Film Recycling facilities or dispose of in regular trash.,Use biodegradable mulch or organic mulch materials.,"When you skip one square meter of plastic mulch film,
Plastic Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.3 liters",assets/images/items/PlasticMulchFilm.png,"Plastic mulch film is made of polyethylene (PE), which is recyclable, but recycling it can be challenging.  PVC (No.3, Polyvinyl Chloride): used for Pipes, blister packs, toys and clamshell containers, are not recyclable due to toxins.   Polyvinyl chloride is a hard plastic that is known for its long-term stability, good weathering ability, and chemical resistance. These properties make it a good choice for household products like pipes, frames, gutters, and more. PVC is known to leach toxins throughout its entire life cycle, making it one of the most poisonous plastics.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Replace plastic mulch film with biodegradable or organic mulch, such as straw or wood chips, which nourish the soil as they break down."
Plastic,Agriculture,Plastic Seed Tray,Non-Recyclable,Clean if necessary,Dispose of in regular trash.,Choose trays made from biodegradable or compostable materials.,"When you skip one plastic seed tray,
Plastic Waste Reduction: 0.03 kg
CO2 Emissions Reduction: 0.1 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/PlasticSeedTrays.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Use seed trays made from biodegradable materials like coir, peat, or paper, which can be planted directly into the soil, reducing waste."
Plastic,Agriculture,Plastic Garden Pot,Non-Recyclable,Clean if necessary,Dispose of in regular trash.,Use biodegradable pots or reusable containers.,"When you skip one plastic garden pot,
Plastic Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.3 liters",assets/images/items/PlasticGardenPots.png,Plastic Garden Pots are often not recyclable because they are made from a different type of plastic than household items.,"Replace plastic pots with biodegradable options like coir or peat pots, or use durable, reusable containers to reduce waste."
Plastic,Agriculture,Irrigation Tubing,Non-Recyclable,Clean if necessary,Dispose of in regular trash.,Opt for durable metal or recycled rubber tubing.,"When you skip one meter of plastic irrigation tubing,
Plastic Waste Reduction: 0.1 kg
CO2 Emissions Reduction: 0.5 kg
Landfill Use Reduction: 0.5 liters",assets/images/items/IrrigationTubing.png,"Irrigation tubing can get tangled up in sorting equipment at recycling facilities, damaging the machinery and creating safety hazards for workers.","Use irrigation tubing made from recycled rubber or metal, which are more durable and reduce the need for plastic tubing."
Plastic,Packaging,Styrofoam Container,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use reusable containers or compostable alternatives.,"When you skip one styrofoam container,
Plastic Waste Reduction: 0.02 kg
CO2 Emissions Reduction: 0.08 kg
Landfill Use Reduction: 0.15 liters",assets/images/items/StyrofoamContainer.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Choose reusable containers made from stainless steel, glass, or silicone, or compostable alternatives to replace Styrofoam."
Plastic,Packaging,Styrofoam Packing Peanut,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Replace with biodegradable packing peanuts or paper padding.,"When you skip one liter of styrofoam packing peanuts,
Plastic Waste Reduction: 0.005 kg
CO2 Emissions Reduction: 0.02 kg
Landfill Use Reduction: 0.01 liters",assets/images/items/StyrofoamPackingPeanuts.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.",Opt for biodegradable packing peanuts made from plant-based materials or use recyclable paper padding to protect shipments.
Plastic,Packaging,Styrofoam Block,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use recyclable cardboard or biodegradable blocks for packaging.,"When you skip one styrofoam block,
Plastic Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.3 liters",assets/images/items/StyrofoamBlocks.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.",Replace Styrofoam blocks with recyclable cardboard inserts or biodegradable packaging solutions that are more eco-friendly.
Plastic,Food packaging,Styrofoam Cup,Non-recyclable,Clean if necessary,Dispose of in regular trash.,"Use reusable cups made from glass, metal, or bamboo.","When you skip one styrofoam cup, Plastic Waste Reduction: 0.01 kg CO2 Emissions Reduction: 0.05 kg Landfill Use Reduction: 0.1 liters",assets/images/items/StyrofoamCups.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Choose durable, reusable cups for beverages, made from materials like glass, stainless steel, or bamboo, which can be used repeatedly."
Plastic,Food packaging,Styrofoam Plate,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Opt for reusable plates made from durable materials.,"When you skip one styrofoam plate,
Plastic Waste Reduction: 0.02 kg
CO2 Emissions Reduction: 0.1 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/StyrofoamPlates.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Replace disposable Styrofoam plates with reusable plates made from materials like glass, ceramic, or bamboo, reducing waste."
Plastic,Food packaging,Styrofoam Tray,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use reusable or compostable trays made from natural materials.,"When you skip one styrofoam tray,
Plastic Waste Reduction: 0.02 kg
CO2 Emissions Reduction: 0.1 kg
Landfill Use Reduction: 0.2 liters",assets/images/items/StyrofoamTrays.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Choose trays made from compostable materials like sugarcane or bamboo, or use reusable trays to avoid single-use Styrofoam."
Plastic,Insulation,Styrofoam Insulation Panel,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Opt for insulation made from recycled or natural materials.,"When you skip one square meter of styrofoam insulation panels,
Plastic Waste Reduction: 0.3 kg
CO2 Emissions Reduction: 1.0 kg
Landfill Use Reduction: 1.5 liters",assets/images/items/StyrofoamInsulationPanels.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Replace Styrofoam insulation panels with eco-friendly alternatives like recycled denim, cork, or natural fiber insulation."
Plastic,Craft,Styrofoam Craft Material,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use craft materials made from biodegradable or recycled sources.,"When you skip one piece of styrofoam craft material,
Plastic Waste Reduction: 0.05 kg
CO2 Emissions Reduction: 0.2 kg
Landfill Use Reduction: 0.3 liters",assets/images/items/StyrofoamCraftMaterials.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Choose craft materials made from biodegradable materials like paper or plant-based foam, which are safer for the environment and can be composted."
Plastic,Medical,Styrofoam Medical Cooler,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use reusable coolers made from durable materials like stainless steel.,"When you skip one styrofoam medical cooler,
Plastic Waste Reduction: 0.2 kg
CO2 Emissions Reduction: 0.7 kg
Landfill Use Reduction: 1.0 liters",assets/images/items/StyrofoamMedicalCoolers.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Switch to reusable medical coolers made from durable materials that can be sanitized and used repeatedly, reducing Styrofoam waste."
Plastic,Construction,Styrofoam Concrete Form,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Opt for forms made from recycled or reusable materials.,"When you skip one square meter of styrofoam concrete forms,
Plastic Waste Reduction: 0.3 kg
CO2 Emissions Reduction: 1.0 kg
Landfill Use Reduction: 1.5 liters",assets/images/items/StyrofoamConcreteForms.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Use concrete forms made from recyclable metal or reusable plastic forms that can be used multiple times, reducing Styrofoam waste."
Plastic,Styrofoam,Styrofoam Etc.,Non-recyclable,Clean if necessary,Dispose of in regular trash.,Use reusable containers or compostable alternatives.,"When you skip Styrofoam Etc., you can reduce Plastic Waste, CO2 Emissions and Landfill Use.",assets/images/items/StyrofoamEtc.png,"PS (No.6, Polystyrene): used for styrofoam, CD cases and meat trays, and it’s generally not recyclable.  Polystyrene, commonly known as Styrofoam, is a rigid plastic that is commonly found foamed and can be brittle. It is a highly toxic plastic that is affected by fats, solvents, and heat and should avoid being used for fatty or hot food and drinks. Polystyrene can be recycled, but it is difficult to do and programs to recycle it are not widely available.  The plastic recycling rate in the U.S. is low, around 9%, with much of the plastic still being landfilled or incinerated. The complexity of the recycling system and the challenges in sorting plastics are major contributing factors. Therefore, it’s important to check the plastic types and follow local guidelines for proper disposal.","Use concrete forms made from recyclable metal or reusable plastic forms that can be used multiple times, reducing Styrofoam waste."
